żytem,0.07933346913336065
życie,0.07933346913336065
święta,0.07933346913336065
świątyń,0.07933346913336065
świerzop,0.07933346913336065
świecisz,0.07933346913336065
śnieg,0.07933346913336065
łąk,0.07933346913336065
łono,0.07933346913336065
zieloną,0.07933346913336065
zielonych,0.07933346913336065
zdrowie,0.07933346913336065
zdrowia,0.07933346913336065
zbożem,0.07933346913336065
zaraz,0.07933346913336065
zamkowy,0.07933346913336065
za,0.07933346913336065
wyzłacanych,0.07933346913336065
wszystko,0.07933346913336065
wstęgą,0.07933346913336065
wrócone,0.07933346913336065
wiernym,0.07933346913336065
widzę,0.07933346913336065
utęsknioną,0.07933346913336065
tęsknię,0.07933346913336065
tymczasem,0.07933346913336065
tylko,0.07933346913336065
tych,0.20996695815027053
ty,0.13997797210018037
twą,0.07933346913336065
twych,0.07933346913336065
twoją,0.07933346913336065
trzeba,0.07933346913336065
tobie,0.07933346913336065
ten,0.07933346913336065
tak,0.07933346913336065
szeroko,0.07933346913336065
stracił,0.07933346913336065
się,0.07933346913336065
siedzą,0.07933346913336065
rzadka,0.07933346913336065
rumieńcem,0.07933346913336065
rozmaitem,0.07933346913336065
rozciągnionych,0.07933346913336065
płaczącej,0.07933346913336065
pól,0.07933346913336065
pszenicą,0.07933346913336065
przepasane,0.07933346913336065
przenoś,0.07933346913336065
progu,0.07933346913336065
powróciłaś,0.07933346913336065
powrócisz,0.07933346913336065
powiekę,0.07933346913336065
posrebrzanych,0.07933346913336065
podziękować,0.07933346913336065
podniosłem,0.07933346913336065
pod,0.07933346913336065
po,0.07933346913336065
piękność,0.07933346913336065
pieszo,0.07933346913336065
pała,0.07933346913336065
panno,0.07933346913336065
panieńskim,0.07933346913336065
pagórków,0.07933346913336065
ozdobie,0.07933346913336065
ostrej,0.07933346913336065
opisuję,0.07933346913336065
opiekę,0.07933346913336065
ojczyzny,0.07933346913336065
ojczyzno,0.07933346913336065
ofiarowany,0.07933346913336065
od,0.07933346913336065
ochraniasz,0.07933346913336065
nowogródzki,0.07933346913336065
niemnem,0.07933346913336065
niej,0.07933346913336065
nas,0.07933346913336065
nad,0.07933346913336065
na,0.13997797210018037
moją,0.07933346913336065
moja,0.07933346913336065
mogłem,0.07933346913336065
mnie,0.07933346913336065
miedzą,0.07933346913336065
matki,0.07933346913336065
martwą,0.07933346913336065
malowanych,0.07933346913336065
ludem,0.07933346913336065
litwo,0.07933346913336065
leśnych,0.07933346913336065
kto,0.07933346913336065
jesteś,0.07933346913336065
jego,0.07933346913336065
jasnej,0.07933346913336065
jakby,0.07933346913336065
jak,0.19007690937200133
iść,0.07933346913336065
ile,0.07933346913336065
gród,0.07933346913336065
gryka,0.07933346913336065
grusze,0.07933346913336065
gdzie,0.13997797210018037
gdy,0.07933346913336065
dziś,0.07933346913336065
dzięcielina,0.07933346913336065
dziecko,0.07933346913336065
duszę,0.07933346913336065
dowie,0.07933346913336065
do,0.29108164825247185
częstochowy,0.07933346913336065
cudem,0.13997797210018037
co,0.13997797210018037
cię,0.13997797210018037
ciche,0.07933346913336065
cenić,0.07933346913336065
całej,0.07933346913336065
błękitnym,0.07933346913336065
bursztynowy,0.07933346913336065
bronisz,0.07933346913336065
bramie,0.07933346913336065
bogu,0.07933346913336065
bo,0.07933346913336065
biała,0.07933346913336065
się,0.38358334077004813
pól,0.19179167038502407
pod,0.19179167038502407
od,0.38358334077004813
niej,0.19179167038502407
nad,0.19179167038502407
na,0.5076030844133206
jak,0.15317271238446806
do,0.140740184808814
co,0.5076030844133206
